<data for 2017>

1,18,24.0576,28.0224,19.6224,288.6,32.13,-4.018,-4.061,1,2,17.12
1,48,23.5648,27.0816,18.6816,298.3,0.161,-3.78,-4.43,1,2,17.21
1,118,25.0208,30.8224,19.6224,298.1,0.456,-4.476,-4.034,1,2,17.32
1,148,25.4912,29.8816,19.6224,263.1,5.907,-4.789,-3.804,1,2,17.42
1,218,26.768,31.7632,22.4224,253.1,2.193,-4.86,-4.156,1,2,17.53
1,248,28.6944,35.504,22.4224,267.8,9.71,-4.842,-4.179,1,2,17.6
1,318,29.9488,36.4224,23.3632,270.2,0.867,-0.422,-4.821,1,2,17.62
1,348,31.5168,37.3632,24.2816,290.3,3.247,-5.025,-4.262,1,2,17.62
1,418,32.5248,39.2224,26.1632,279.5,0,-4.664,-4.949,1,2,17.6
1,448,29.4784,37.3632,21.4816,289,5.349,-3.576,-3.24,1,2,17.53
1,518,29.7472,38.304,22.4224,339.9,10.55,-4.945,-4.829,1,2,17.44
1,548,29.3216,37.3632,22.4224,357.9,27.34,-5.289,-5.413,1,2,17.35
1,618,33.2864,40.1632,25.2224,355.9,22.99,-5.644,-4.316,1,2,17.3
1,648,29.7472,34.5632,24.2816,359,28.53,-5.444,-5.326,1,2,17.28
1,718,31.1136,36.4224,28.0224,26.47,29.93,-5.371,-4.851,1,2,17.28
1,748,30.1504,34.5632,25.2224,105.6,2.285,-5.115,-4.571,1,2,17.3
1,818,29.904,40.1632,22.4224,115.2,9.8,-4.836,-3.749,1,2,17.3
1,848,31.4048,42.0448,23.3632,132.3,5.823,-4.835,-4.932,1,2,17.3
1,918,32.0544,38.304,26.1632,148,3.314,-4.377,-3.531,1,2,17.3
1,948,37.6992,44.8448,28.9632,198.7,0.431,-4.682,-3.531,1,2,17.23
1,1018,36.624,42.9632,31.7632,198.7,0.423,-4.752,-4.167,1,2,17.07
1,1048,33.6896,40.1632,27.0816,204.1,4.146,-4.602,-3.897,1,2,16.82
1,1118,32.704,38.304,28.9632,214.5,42.56,-4.365,-3.6,1,2,16.53
1,1148,28.4032,31.7632,24.2816,212.2,3.606,-4.238,-3.372,1,2,16.23
1,1218,30.8,34.5632,26.1632,210.9,2.504,-4.341,-3.577,1,2,15.96
1,1248,28.7392,36.4224,22.4224,223.9,2.952,-3.94,-3.277,1,2,15.69
1,1318,31.2928,37.3632,26.1632,222.6,4.522,-4.797,-4.639,1,2,15.42
1,1348,22.3104,27.0816,18.6816,224.2,2.08,-4.418,-4.2,1,2,15.24
1,1418,39.648,46.704,32.704,227.7,3.713,-4.105,-3.783,1,2,15.13
1,1448,36.512,43.904,30.8224,227.1,3.454,-3.959,-3.496,1,2,15.04
1,1518,41.7088,52.304,26.1632,228.6,4.683,-4.812,-4.131,1,2,14.96
1,1548,29.344,35.504,25.2224,226.1,2.665,-4.733,-4.535,1,2,14.89
1,1618,42.6496,48.5632,38.304,227.4,2.063,-4.313,-3.855,1,2,14.84
1,1648,32.7712,39.2224,18.6816,229.1,5.423,-4.71,-4.614,1,2,14.78
1,1718,36.6912,42.0448,28.9632,227.7,3.009,-4.482,-4.384,1,2,14.73
1,1748,42.9408,54.1856,33.6224,226.1,1.533,-5.243,-4.567,1,2,14.71
1,1818,32.2784,37.3632,27.0816,229.5,2.317,-4.674,-4.661,1,2,14.65
1,1848,34.832,41.104,28.9632,226.9,1.791,-4.103,-4.8,1,2,14.6
1,1918,29.7696,34.5632,23.3632,180.6,3.71,-4.914,-5.039,1,2,14.62
1,1948,23.0272,28.9632,19.6224,176.7,3.266,-5.141,-4.923,1,2,14.67
1,2018,21.9296,25.2224,18.6816,170.9,5.018,-4.565,-5.22,1,2,14.76
1,2048,24.64,28.9632,18.6816,178.6,3.958,-5.344,-4.926,1,2,14.87
1,2118,21.9744,27.0816,16.8224,165.5,3.894,-4.903,-5.075,1,2,15
1,2148,16.8896,20.5408,13.07712,154.5,5.465,-4.882,-5.138,1,2,15.13
