01 January 2006,1,18,0,1,0,162,0,12.20,12.42,1,1,15.67
01 January 2006,1,48,0,0,0,90,0,15.75,16.87,1,1,15.73
01 January 2006,1,118,0,1,0,162,0,14.48,14.67,1,1,15.80
01 January 2006,1,148,0,1,0,162,0,15.91,16.79,1,1,15.87
01 January 2006,1,218,0,1,0,162,0,14.84,13.88,1,1,15.91
01 January 2006,1,248,0,1,0,162,0,14.36,16.78,1,1,15.96
01 January 2006,1,318,0,1,0,162,0,14.58,14.37,1,1,16.03
01 January 2006,1,348,0,1,0,162,0,14.34,14.97,1,1,16.07
01 January 2006,1,418,0,1,0,162,0,14.60,14.46,1,1,16.12
01 January 2006,1,448,0,1,0,162,0,13.65,14.00,1,1,16.19
01 January 2006,1,518,0,1,0,162,0,14.15,14.58,1,1,16.25
01 January 2006,1,548,0,1,0,162,0,12.66,12.82,1,1,16.29
01 January 2006,1,618,0,1,0,162,0,14.58,14.85,1,1,16.32
01 January 2006,1,648,0,1,0,162,0,13.04,13.24,1,1,16.36
01 January 2006,1,718,0,1,0,162,0,15.13,15.74,1,1,16.41
01 January 2006,1,748,0,1,0,162,0,13.83,13.90,1,1,16.43
01 January 2006,1,818,0,0,0,90,0,15.24,16.45,1,1,16.45
01 January 2006,1,848,0,1,0,162,0,12.84,12.88,1,1,16.45
01 January 2006,1,918,0,0,0,90,0,14.67,15.82,1,1,16.47
01 January 2006,1,948,0,1,0,162,0,13.42,13.46,1,1,16.50
01 January 2006,1,1018,0,0,0,90,0,14.68,15.66,1,1,16.48
01 January 2006,1,1048,0,1,0,162,0,13.77,13.49,1,1,16.48
01 January 2006,1,1118,0,0,0,90,0,15.01,15.80,1,1,16.45
01 January 2006,1,1148,0,1,0,162,0,14.65,15.33,1,1,16.45
01 January 2006,1,1218,0,1,0,162,0,14.87,15.71,1,1,16.43
01 January 2006,1,1248,0,1,0,162,0,15.43,16.12,1,1,16.43
01 January 2006,1,1318,0,1,0,162,0,15.20,15.86,1,1,16.43
01 January 2006,1,1348,0,1,0,162,0,14.44,15.66,1,1,16.43
01 January 2006,1,1418,0,0,0,90,0,14.87,16.36,1,1,16.43
01 January 2006,1,1448,0,0,0,90,0,14.11,15.19,1,1,16.41
01 January 2006,1,1518,0,0,0,90,0,13.81,15.08,1,1,16.41
01 January 2006,1,1548,0,1,0,162,0,13.81,14.81,1,1,16.39
01 January 2006,1,1618,0,1,0,162,0,12.03,12.85,1,1,16.34
01 January 2006,1,1648,0,1,0,162,0,14.34,14.89,1,1,16.32
01 January 2006,1,1718,0,1,0,162,0,12.93,13.38,1,1,16.32
01 January 2006,1,1748,0,1,0,162,0,15.43,17.45,1,1,16.32
01 January 2006,1,1818,0,0,0,90,0,13.57,14.14,1,1,16.34
01 January 2006,1,1848,0,0,0,90,0,16.63,17.88,1,1,16.39
01 January 2006,1,1918,0,0,0,90,0,13.73,14.44,1,1,16.41
01 January 2006,1,1948,0,1,0,162,0,14.66,15.25,1,1,16.41
01 January 2006,1,2018,0,0,0,90,0,12.32,12.75,1,1,16.41
01 January 2006,1,2048,0,1,0,162,0,14.62,15.35,1,1,16.38
01 January 2006,1,2118,0,1,0,162,0,13.24,13.60,1,1,16.38
01 January 2006,1,2148,0,1,0,162,0,15.30,15.99,1,1,16.41
01 January 2006,1,2218,0,0,0,90,0,15.94,16.84,1,1,16.43
01 January 2006,1,2248,0,0,0,90,0,15.51,16.27,1,1,16.48
01 January 2006,1,2318,0,0,0,90,0,17.77,17.49,1,1,16.50
01 January 2006,1,2348,0,1,0,162,0,13.80,15.56,1,1,16.50
02 January 2006,2,18,0,1,0,162,0,16.37,16.94,1,1,16.52
02 January 2006,2,48,0,0,0,90,0,16.00,16.88,1,1,16.54
02 January 2006,2,118,0,1,0,162,0,16.08,16.90,1,1,16.56
02 January 2006,2,148,0,0,0,90,0,17.80,18.30,1,1,16.59
02 January 2006,2,218,0,1,0,162,0,19.32,19.69,1,1,16.63
02 January 2006,2,248,0,0,0,90,0,17.36,17.63,1,1,16.66
02 January 2006,2,318,0,0,0,90,0,18.56,20.35,1,1,16.68
02 January 2006,2,348,0,0,0,90,0,19.17,19.39,1,1,16.70
02 January 2006,2,418,0,0,0,90,0,20.10,20.16,1,1,16.74
02 January 2006,2,448,0,1,0,162,0,15.94,16.07,1,1,16.79
02 January 2006,2,518,0,0,0,90,0,19.07,19.13,1,1,16.81
02 January 2006,2,548,0,1,0,162,0,17.58,17.94,1,1,16.86
02 January 2006,2,618,0,0,0,90,0,19.29,19.39,1,1,16.86
02 January 2006,2,648,0,0,0,90,0,20.55,20.92,1,1,16.88
