<data for 2018>

499,4,1248,7.39,8.34,6.255,193.6,2.783,-1.267,-1.126,1,2,17.81,1488.8
499,4,1318,7.37,8.34,6.255,184.4,4.072,-1.125,-1.371,1,2,17.76,1550.7
499,4,1348,6.597,7.51,5.004,182.6,14.93,-1.034,-1.279,1,2,17.74,1587
499,4,1418,7.02,7.92,6.255,182.5,3.267,-.983,-1.472,1,2,17.72,1647.2
499,4,1448,7.53,8.34,6.672,179.5,7.1,-1.378,-1.724,1,2,17.67,1678.7
499,4,1518,9.01,10.84,6.672,177.8,4.614,-1.883,-3.211,1,2,17.62,1746.5
499,4,1548,8.23,10.01,5.838,179,4.384,-1.99,-2.095,1,2,17.58,1775.9
499,4,1618,6.464,10.01,4.17,170.6,6.478,-2.163,-2.223,1,2,17.51,1835.8
499,4,1648,7.93,8.76,6.255,182,3.317,-1.997,-2.04,1,2,17.46,1876.7
499,4,1718,8.24,10.01,6.672,177.8,4.562,-2.063,-2.205,1,2,17.44,1945.4
499,4,1748,8.96,10.43,7.92,183.6,2.881,-2.256,-2.479,1,2,17.42,1981.5
499,4,1818,8.4,9.59,7.51,182.6,1.283,-.588,-.25,1,2,17.44,2051
499,4,1848,7.97,9.17,7.09,182.7,2.681,-2.084,-2.246,1,2,17.44,2077.7
499,4,1918,8.42,9.59,7.51,182.3,2.9,-2.166,-2.207,1,2,17.46,2148.8
499,4,1948,8.72,11.26,7.51,184.8,3.666,-2.255,-2.419,1,2,17.51,2183.8
499,4,2018,8.5,9.59,7.09,181.9,3.826,-2.497,-2.256,1,2,17.51,2248.7
499,4,2048,6.647,7.51,5.838,187.9,1.929,-2.423,-3.127,1,2,17.53,2276.8
499,4,2118,7.11,7.51,6.255,187.8,3.409,-1.778,-1.757,1,2,17.55,2351.1
499,4,2148,7.31,8.76,5.838,191.8,4.36,-1.92,-1.656,1,2,17.58,2387.1
499,4,2218,6.263,7.09,5.838,190.1,2,-1.413,-1.452,1,2,17.6,2451
499,4,2248,7.65,8.76,6.672,189.7,3.847,-1.696,-1.615,1,2,17.62,2486
499,4,2318,8.63,10.01,7.51,189.9,2.111,-1.649,-1.679,1,2,17.65,2557.5
499,4,2348,10.42,12.51,8.34,206.3,5.447,-3.182,-2.268,1,2,17.67,2610.3
400,4,7.24,13.34,948,11.36,948,1.168,48,.417,48,-.965,-.656,8.43,48,8.91,48,-3.841,948,-3.977,918,12.78,12.72,18.91,17.42,6.163,4.141,997,50,1
499,5,18,9.56,10.84,7.92,205.5,2.143,-2.921,-2.228,1,2,17.69,274.55
499,5,48,9.42,10.84,7.51,205.8,1.634,-3.21,-2.214,1,2,17.74,303.49
499,5,118,8.65,9.17,7.92,202.9,1.299,-3.02,-2.104,1,2,17.76,368.61
499,5,148,7.8,11.26,5.421,205.1,8.88,-2.755,-1.636,1,2,17.79,407.87
499,5,218,7.44,11.68,5.838,208.8,12.97,-3.1,-1.738,1,2,17.83,485.73
499,5,248,8.7,9.17,7.92,204.4,9.61,-2.925,-2.498,1,2,17.88,508.22
499,5,318,8.77,9.59,7.92,208,4.121,-3.222,-2.488,1,2,17.9,576.64
499,5,348,9.15,10.01,8.34,200.9,1.849,-3.735,-2.009,1,2,17.93,598.39
499,5,418,8.84,10.01,7.51,199.2,1.472,-2.708,-2.567,1,2,17.93,665.68
499,5,448,8.77,9.59,7.92,193.6,1.456,-2.856,-2.856,1,2,17.93,689.59
499,5,518,9.37,10.43,8.34,197.1,2.948,-2.976,-2.977,1,2,17.93,766.15
